global_segment_id,statement,Lisa Causal (Y/N),Marie Y/N,Marie&Lisa Agreement,Final Y/N Solution,Type,Lisa Justification,Marie Notes,Agreement AI & Human,AI y/n,AI_  is_causal,AI_explanation,Andrew Y/N,Andrew Notes
505,Pushing for a budget creation leads to an allotted sum of money being given,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that pushing for a budget creation (the cause) directly results in an allotted sum of money being given (the effect).",,
288,Abeesee residents lack heating,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes a condition or state (residents lacking heating) without indicating any cause for this condition.,,
491,Access to basic necessities keeps every person alive,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Implicit, X leads to Y",Lexical keeps alive,TRUE,Yes,TRUE,"The statement indicates that access to basic necessities directly leads to keeping a person alive, which is a clear causal relationship.",,
793,Abeesee lacks a sustainable second form of electricity,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes a condition or state (lack of a sustainable second form of electricity) but does not indicate any cause-effect relationship.,,
1837,Abeesee has very harsh winters,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,"The statement is a descriptive one, indicating a characteristic of Abeesee's climate without implying any cause or effect relationship.",,
100,An increase in heating prices leads to a lack of access to heat in the Village of Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Explicit, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating a direct causal relationship where an increase in heating prices (cause) results in a lack of access to heat (effect) in the Village of Abeesee.",,
1968,Abeesee offers jobs,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement 'Abeesee offers jobs' describes a situation where Abeesee provides job opportunities but does not indicate any causal relationship between actions or events.,,
1680,I look at homes to identify their shortcomings,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement describes an action (looking at homes) and a purpose or goal (to identify their shortcomings), but does not express one event directly causing another.",,
1638,Understanding the economic standpoint is necessary,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement does not express a causal relationship; it merely states a necessity or requirement without indicating any cause and effect.,,
283,The text mentions underlying conditions in the Village of Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement is purely descriptive and does not indicate any causal relationship between underlying conditions and any effect or outcome.,,
83,Identifying prices leads to providing a different heating source,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that identifying prices directly results in providing a different heating source.",,
2116,Government involvement influences the selection of a company or institution for installing new heating and energy systems,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement implies that government involvement has an influence on the selection process for companies or institutions installing new heating and energy systems, indicating a causal relationship.",,
844,A wind turbine provides most of the village's energy,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,#N/A,Yes,TRUE,"The statement indicates that the presence and operation of a wind turbine (cause) directly leads to providing most of the village's energy (effect), which is a clear causal relationship.",,
738,The village's remote location causes people in Abeesee to be unable to have heat during winter,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'causes' indicating that the remote location of the village directly leads to people in Abeesee not having heat during winter.,,
507,The university offers free courses on home safety regarding heating,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes an action (offering courses) but does not indicate a direct cause-and-effect relationship between offering the courses and any resulting effect.,,
634,Abeesee has significant problems,No,No,TRUE,No,,"Statement, No cause/effect relationship",Generic ,TRUE,No,FALSE,The statement is a description of Abeesee's condition and does not indicate any cause or effect relationship.,,
680,The issue in the case scenario causes distress,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'causes', indicating that the issue in the case scenario directly leads to distress.",,
428,The reason for high fuel prices determines the process used,Yes,No,#N/A,Yes,,"Direct, X leads to Y",Information needed ,TRUE,Yes,TRUE,"The statement indicates that the 'reason for high fuel prices' (cause) determines or influences the 'process used' (effect), showing a clear causal relationship.",yes,seems like a trivial statement that isn't actually useful
828,The fossil fuel industry increasing prices causes residents of Abeesee to experience harsh winters,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'causes' indicating that the action of the fossil fuel industry increasing prices directly leads to residents experiencing harsh winters, which implies a clear direction of influence.",,
157,People consider alternatives if the company cannot reduce heating prices,Yes,Yes,TRUE,Yes,"e) Implied causation: If-then constructions, resultative constructions","Direct, X leads to Y",if/then ,#N/A,No,FALSE,The statement describes a conditional scenario where people's actions (considering alternatives) occur if a certain condition is met (the company cannot reduce heating prices). This indicates a conditional relationship rather than a direct causal one.,,
1069,Corporations are responsible for transporting fossil fuels,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes a responsibility or role of corporations without indicating that their actions lead to an effect. It does not express causation but rather a descriptive relationship.,,
1948,The long-term plan leads to the development of local infrastructure,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that the long-term plan directly results in the development of local infrastructure.",,
1237,Groups help build homes that insulate better,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,#N/A,Yes,TRUE,"The statement implies a causal relationship where 'groups' (the cause) lead to homes that insulate better (the effect). However, the exact nature of how groups achieve this is not specified.",,
1519,I collaborate with village leadership to identify the problems,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,"The statement describes an action (collaborating) and a goal (identifying problems), but does not express that one event directly leads to or influences another in a causal manner.",,
1878,Finding funding leads to providing safe heat in Abessee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that finding funding directly results in providing safe heat in Abessee.",,
1009,Affording heating in the winters is expensive for the Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes a situation where heating is expensive but does not indicate that one event directly leads to or influences another in a causal manner.,,
860,NATO collaborates with humanitarian groups,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes collaboration between NATO and humanitarian groups but does not indicate that one party causes an effect on the other. It is a descriptive relationship rather than causal.,,
323,The person will document the experiences of people living in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes an action (documenting experiences) but does not indicate that this action is caused by or leads to another event or state. It lacks clear indicators of causation.,,
1378,The Abeesee government is involved with the town's residents' input,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement or interaction without indicating a direct causal relationship between the Abeesee government and the town's residents' input.,,
1547,Creating alternative heating initiatives leads to cheaper options in the community,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that creating alternative heating initiatives directly results in cheaper options for the community.",,
1873,BGE heating community centers allows people to sleep there,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,#N/A,Yes,TRUE,"The statement indicates that BGE heating (the cause) directly enables or allows people to sleep in community centers (the effect), implying a clear causal relationship.",,
698,Understanding the climate in the village is important,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement expresses an importance or value judgment but does not indicate any causal relationship between events, actions, or states.",,
208,The expense of heating homes causes Abeesee issues,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses 'causes' which directly indicates a causal relationship between the expense of heating homes and Abeesee's issues.,,
821,High costs cause heating problems for homes in The village of Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement clearly indicates that high costs directly lead to heating problems for homes in The village of Abeesee, showing a direct causal relationship.",,
1883,The actions of other entities cause consequences for the residents of Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses the direct causal verb 'cause', indicating that the actions of other entities directly lead to consequences for the residents of Abeesee.",,
1634,Corporations' focus on maximizing profits leads to neglecting remote areas,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that corporations' focus on maximizing profits directly results in neglecting remote areas.",,
1549,Alternative heating initiatives are provided within the community,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a provision of alternative heating initiatives but does not indicate any cause and effect relationship.,,
122,The heating company could potentially lower its prices,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement expresses a possibility or potential action without indicating any cause and effect relationship.,,
984,The situation causes bad problems for the village,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Yes direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'causes', indicating that the situation directly leads to bad problems for the village.",,
747,Attending Abeesee leads to understanding the people of Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that attending Abeesee directly results in understanding its people, which suggests a clear causal relationship.",,
404,I want to communicate with energy companies,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement expresses a desire or intention without indicating any cause and effect relationship.,,
580,Harsh winters cause people in Abeesee to struggle affording expensive fossil fuels,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'cause', indicating that harsh winters directly lead to people struggling to afford expensive fossil fuels in Abeesee.",,
1917,Knowing the types of jobs in Abeesee helps understand the village's development,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Implicit, X leads to Y",Lexical help,TRUE,Yes,TRUE,"The statement implies that understanding the types of jobs in Abeesee leads to a better comprehension or insight into the village's development, suggesting a causal relationship where knowledge about job types influences understanding of development.",,
1324,Heating expenses are needed to develop a response in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement does not clearly indicate that heating expenses cause or lead to a development of a response in Abeesee. The relationship described is unclear and lacks direct causation indicators.,,
1336,The cost of winter heating varies with the amount of heating needed in Abeesee,No,No,TRUE,No,n) Correlation vs. Causation: Be cautious not to confuse correlation with causation,"Relationship, correlation (not causation)",Statement of fact ,TRUE,No,FALSE,"The statement indicates a correlation or association between the cost of winter heating and the amount of heating needed, but does not imply a direct causal relationship.",,
1757,Fossil fuel use is identified as a problem,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement identifies fossil fuel use as a problem but does not express any causal relationship between events or states.,,
454,Government officials plan a response to the town's issues,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an action (planning a response) but does not indicate that this action is causing or leading to another effect. It lacks clear causal indicators and instead focuses on the planning process without showing how it influences outcomes.,,
691,Contacting all groups involved in the construction leads to identifying the issue with the building,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Implict, X leads to Y", ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where contacting all groups involved in the construction (the cause) leads to identifying the issue with the building (the effect). The phrase 'leads to' is a strong indicator of causation.,,
460,Abeesee residents cannot afford heat in winter,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes a condition or state (residents cannot afford heat) but does not indicate any cause leading to this effect.,,
1749,Harsh winters in Abeesee cause heating costs to be high,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'cause', indicating that harsh winters directly lead to high heating costs.",,
1168,Designers analyze the amount of gas needed to keep a house warm,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement describes an action (analyzing) related to a property or requirement (amount of gas needed), but does not indicate any causal relationship where one event directly leads to another.",,
659,Learning how to efficiently heat houses can solve deaths from lack of accessible heating in Abeesee,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Direct, X leads to Y",Lexical can solve,TRUE,Yes,TRUE,"The statement indicates that learning how to efficiently heat houses (cause) can lead to solving deaths from lack of accessible heating (effect), implying a direct causal relationship.",,
624,Wealthy groups within the community want to save energy,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes a desire or intention of wealthy groups but does not indicate any causal relationship where one event/action/state leads to another.,,
1372,Rising prices of fossil fuels cause homes in Abeesee to be unheated,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'cause' indicating that rising prices of fossil fuels directly lead to homes in Abeesee being unheated, which shows a clear cause and effect relationship.",,
1387,The amount of money going into living space affects residents' living conditions,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X is related to Y", ,TRUE,Yes,TRUE,"The statement uses 'affects', which implies a causal influence of the amount of money on living conditions.",,
849,The wind turbine produces energy,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,#N/A,Yes,TRUE,"The statement indicates that the action of the wind turbine (cause) directly leads to the production of energy (effect), showing a clear causal relationship.",,
1071,Greater accessibility to safer heating systems is associated with better solutions for the community,No,No,TRUE,No,n) Correlation vs. Causation: Be cautious not to confuse correlation with causation,"Correlation, X is related to Y", ,TRUE,No,FALSE,"The statement uses 'associated with', which indicates correlation rather than a direct causal relationship.",,
826,Brainstorming ideas occurs before finding a cost-effective solution,No,No,TRUE,No,,"relationship, X precedes Y",Information needed ,TRUE,No,FALSE,The statement only indicates a temporal sequence ('occurs before') and does not imply that brainstorming ideas directly leads to or influences finding a cost-effective solution.,,
761,The text asks about the availability of a healthcare system in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement is asking about the availability of a healthcare system and does not express any causal relationship between events or states.,,
455,Government officials work with volunteers to install carbon monoxide detectors,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a collaborative action but does not indicate that one event directly leads to or influences another in a causal manner.,,
2220,Education about heating importance leads to safer warming practices,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that education about heating importance directly results in safer warming practices.",,
1851,Each solution has potential consequences for environmentalists,No,No,TRUE,No,,"Statement, No cause/effect relationship",Generic ,TRUE,No,FALSE,The statement describes a property or consequence of solutions but does not indicate that these solutions directly cause an effect on environmentalists. It lacks clear causal indicators.,,
1011,High expenses for heating indicate poverty may be an issue in the area,No,No,TRUE,No,n) Correlation vs. Causation: Be cautious not to confuse correlation with causation,"Implicit, relationship / correlation", ,TRUE,No,FALSE,"The statement suggests a correlation or indicator relationship rather than a direct causal link. 'High expenses for heating' indicate or suggest that poverty may be an issue, but it does not state that high expenses cause poverty.",,
1136,Companies supply fossil fuels to the Abeesee community,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a transactional relationship where companies supply fossil fuels to a community but does not indicate that this action directly leads to or influences an effect within the community in a causal manner.,,
1209,I would educate people with a heating source on safe usage,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,#N/A,Yes,TRUE,The statement implies an intended causal relationship where educating people (the cause) is expected to lead to safe usage of a heating source (the effect). The use of 'would' suggests a conditional causality.,,
907,A person plans to find a better method to deliver fuel to Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a plan or intention but does not indicate that one event directly leads to another. It lacks clear causal indicators.,,
1872,The poverty rate is associated with information needed about the town,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement indicates an association or correlation between the poverty rate and the information needed about the town, but does not imply a direct causal relationship.",,
1677,Research begins with investigating the homes,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement describes an action (research beginning) and its starting point (investigating homes), but does not indicate any causal relationship where one event directly leads to or influences another.",,
369,Awareness among more people about the issue promoted on social media leads to faster change,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that increased awareness promoted on social media directly causes faster change.",,
1975,The query seeks the median income of the town,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a query or action without indicating any cause and effect relationship.,,
407,,No,No,TRUE,No,,Blank statement,Not a segment ,TRUE,No,FALSE,"The input text is 'nan', which does not express any relationship, causal or otherwise.",,
373,Abeesee's harsh climate leads to Abeeseeans taking desperate measures,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that Abeesee's harsh climate directly influences Abeeseeans to take desperate measures.",,
1298,Groups not going without heat in the last 2 years would be involved,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement does not indicate a clear causal relationship; it lacks explicit causative verbs or phrases and appears to describe a condition or group characteristic rather than an effect caused by another event or action.,,
997,Fossil fuels being expensive causes heat to be expensive,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'causes' indicating that the high cost of fossil fuels directly leads to or influences the high cost of heat.,,
1961,Abeesee's expenses result in an inability to stay warm during cold months,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'result in', indicating that Abeesee's expenses directly lead to an inability to stay warm during cold months, which is a clear causal relationship.",,
354,Wood-burning stoves would benefit the people of Abeesee,No,No,TRUE,No,,"Implicit, relationship",Possible solution ,TRUE,No,FALSE,The statement does not specify how wood-burning stoves would benefit the people of Abeesee; it lacks a clear cause and effect relationship.,,
514,Abeesee is located in the world,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement describes a spatial relationship indicating location but does not imply any causal influence or effect.,,
478,The text mentions stakeholders,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement is purely descriptive and does not indicate any causal relationship between elements.,,
48,The remote location of Abeesee makes it difficult to bring resources there,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that the remote location (cause) directly leads to difficulties in bringing resources there (effect), establishing a clear causal relationship.",,
29,Creating a solar panel farm leads to using solar energy,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that creating a solar panel farm directly results in using solar energy.",,
959,Environmental specialists work with economists,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes collaboration or working together between environmental specialists and economists but does not indicate any causal relationship where one party's actions directly lead to an effect on the other.,,
1511,High prices of heat contribute to individuals dying from exposure to cold in Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Implicit, relationship",also k ,TRUE,Yes,TRUE,"The statement indicates that high prices of heat have a direct influence on individuals dying from exposure to cold, suggesting a causal relationship where one factor (high prices) leads to another (deaths due to cold).",,
1044,The speaker informs the town about their active efforts,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an action (informing) but does not indicate that this action leads to or influences another event or state. There is no clear causal relationship expressed.,,
1226,Lack of infrastructure in Abeesee results in inability for residents to survive harsh conditions,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where the lack of infrastructure (cause) directly leads to the inability for residents to survive harsh conditions (effect). The phrase 'results in' is a strong indicator of causation.,,
1994,High prices of fossil fuels contribute to the problems faced by the Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, shows relationship",also k ,TRUE,Yes,TRUE,"The statement indicates that high prices of fossil fuels (cause) contribute to or lead to problems faced by the Abeesee (effect), showing a clear causal relationship.",,
2096,The local government needs to enter Abeesee to assess socioeconomic factors,No,No,TRUE,No,,Statement,Information needed ,TRUE,No,FALSE,The statement describes a need for assessment but does not indicate any direct causal relationship between entering Abeesee and assessing socioeconomic factors.,,
557,General physicians would be involved,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement does not indicate any cause and effect relationship; it merely states a fact about involvement without specifying how or why this involvement occurs.,,
1144,Creating a task force leads to planning for providing help,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that creating a task force directly results in planning for providing help, which shows a clear causal relationship.",,
